"","Amnt_hunting_fac","Education_fac","Gender","Years_Hunted"
"1410","Decreased","College_Degree","Male",2
"1411","Decreased","College_Degree","Male",34
"1412","Stayed about the same","High_School","Male",8
"1413","Decreased","College_Degree","Male",10
"1414","Stayed about the same","High_School","Male",3
"1415","Decreased","Advanced_Degree","Male",4
"1416","Increased","High_School","Male",30
"1417","Increased","High_School","Male",15
"1418","Decreased","Advanced_Degree","Male",6
"1419","Stayed about the same","College_Degree","Male",16
"1420","Decreased","College_Degree","Male",12
"1421","Stayed about the same","High_School","Male",48
"1422","Stayed about the same","High_School","Male",6
"1423","Decreased","High_School","Male",30
"1424","Stayed about the same","College_Degree","Male",45
"1425","Increased","Advanced_Degree","Male",10
"1426","Stayed about the same","High_School","Male",35
"1427","Decreased","College_Degree","Male",30
"1428","Stayed about the same","Advanced_Degree","Male",8
"1429","Decreased","High_School","Male",18
"1430","Decreased","College_Degree","Male",16
"1431","Increased","College_Degree","Male",39
"1432","Decreased","High_School","Male",35
"1433","Stayed about the same","High_School","Male",28
"1434","Stayed about the same","College_Degree","Male",4
"1435","Decreased","College_Degree","Male",25
"1436","Increased","College_Degree","Male",40
"1437","Stayed about the same","High_School","Male",55
"1438","Increased","High_School","Male",30
"1439","Increased","College_Degree","Male",33
"1440","Stayed about the same","High_School","Male",39
"1441","Stayed about the same","College_Degree","Male",40
"1442","Stayed about the same","High_School","Male",50
"1443","Increased","College_Degree","Male",5
"1444","Decreased","College_Degree","Male",34
"1445","Stayed about the same","College_Degree","Male",30
"1446","Stayed about the same","College_Degree","Male",15
"1447","Increased","College_Degree","Male",1
"1448","Stayed about the same","High_School","Male",10
"1449","Stayed about the same","College_Degree","Male",10
"1450","Increased","High_School","Male",15
"1451","Decreased","High_School","Male",2
"1452","Decreased","High_School","Male",30
"1453","Stayed about the same","Advanced_Degree","Male",8
"1454","Decreased","College_Degree","Male",20
"1455","Decreased","High_School","Male",11
"1456","Increased","College_Degree","Male",25
"1457","Decreased","College_Degree","Male",15
"1458","Stayed about the same","College_Degree","Male",4
"1459","Increased","High_School","Male",5
"1460","Stayed about the same","High_School","Male",18
"1461","Stayed about the same","College_Degree","Male",30
"1462","Stayed about the same","High_School","Male",3
"1463","Increased","College_Degree","Female",12
"1464","Increased","Advanced_Degree","Male",4
"1465","Decreased","College_Degree","Male",30
"1466","Increased","High_School","Male",20
"1467","Decreased","High_School","Male",15
"1468","Stayed about the same","Advanced_Degree","Female",13
"1469","Stayed about the same","High_School","Male",35
"1470","Increased","College_Degree","Female",3
"1471",NA,"High_School","Male",48
"1472","Stayed about the same","High_School","Male",3
"1473","Increased","College_Degree","Male",6
"1474","Stayed about the same","Advanced_Degree","Male",27
"1475","Increased","High_School","Male",35
"1476","Decreased","High_School","Male",25
"1477","Stayed about the same","High_School","Male",8
"1478","Stayed about the same","High_School","Male",40
"1479","Stayed about the same","High_School","Male",60
"1480","Increased","High_School","Male",15
"1481","Stayed about the same","College_Degree","Male",6
"1482","Stayed about the same","Advanced_Degree","Male",29
"1483","Increased","High_School","Male",10
"1484","Decreased","College_Degree","Male",20
"1485","Decreased","Advanced_Degree","Male",15
"1486","Increased","College_Degree","Male",2
"1487","Decreased","High_School","Male",55
"1488","Stayed about the same","Advanced_Degree","Male",15
"1489","Decreased","High_School","Male",30
"1490","Decreased","High_School","Male",50
"1491","Stayed about the same","College_Degree","Male",40
"1492","Increased","Advanced_Degree","Male",20
"1493","Decreased","High_School","Male",44
"1494","Decreased","High_School","Male",25
"1495","Increased","College_Degree","Male",15
"1496","Decreased","College_Degree","Male",20
"1497","Increased","College_Degree","Male",35
"1498","Stayed about the same","Advanced_Degree","Male",25
"1499","Stayed about the same","High_School","Male",48
"1500","Stayed about the same","High_School","Male",19
"1501","Increased","High_School","Male",7
"1502","Increased","High_School","Male",18
"1503","Decreased","Advanced_Degree","Male",2
"1504","Increased","College_Degree","Male",30
"1505","Stayed about the same","High_School","Male",20
"1506","Decreased","College_Degree","Male",38
"1507","Stayed about the same","College_Degree","Male",26
"1508","Stayed about the same","College_Degree","Male",3
"1509","Increased","High_School","Male",30
"1510","Stayed about the same","College_Degree","Male",36
"1511","Decreased","High_School","Male",4
"1512","Stayed about the same","College_Degree","Male",12
"1513","Stayed about the same","High_School","Male",52
"1514","Stayed about the same","College_Degree","Male",35
"1515","Increased","High_School","Male",4
"1516","Stayed about the same","High_School","Male",45
"1517","Decreased","Advanced_Degree","Male",30
"1518","Stayed about the same","High_School","Male",1
"1519","Decreased","High_School","Male",30
"1520","Stayed about the same","High_School","Male",20
"1521","Increased","High_School","Male",22
"1522","Decreased","High_School","Male",5
"1523","Stayed about the same","College_Degree","Male",42
"1524","Stayed about the same","Advanced_Degree","Male",42
"1525","Stayed about the same","High_School","Male",12
"1526","Stayed about the same","College_Degree","Male",52
"1527","Stayed about the same","College_Degree","Male",5
"1528","Stayed about the same","Advanced_Degree","Male",20
"1529","Decreased","High_School","Male",30
"1530","Decreased","High_School","Male",40
"1531","Decreased","Advanced_Degree","Male",25
"1532","Stayed about the same","High_School","Male",40
"1533","Increased","High_School","Male",3
"1534","Stayed about the same","College_Degree","Male",43
"1535","Increased","High_School","Male",50
"1536","Stayed about the same","College_Degree","Male",25
"1537","Increased","High_School","Female",2
"1538","Stayed about the same","High_School","Male",10
"1539","Stayed about the same","High_School","Male",28
"1540","Stayed about the same","Advanced_Degree","Male",7
"1541","Stayed about the same","High_School","Male",20
"1542","Increased","High_School","Male",25
"1543","Increased","High_School","Male",15
"1544","Increased","College_Degree","Male",4
"1545","Stayed about the same","High_School","Male",46
"1546","Increased","College_Degree","Male",20
"1547","Increased","High_School","Male",30
"1548","Decreased","High_School","Male",30
"1549","Increased",NA,"Male",2.5
"1550","Increased","College_Degree","Male",1
"1551","Increased","College_Degree","Male",15
"1552","Stayed about the same","College_Degree","Male",42
"1553","Increased","College_Degree","Male",1
"1554","Decreased","College_Degree","Male",30
"1555","Increased","Advanced_Degree","Male",12
"1556","Stayed about the same","College_Degree","Male",12
"1557","Decreased","High_School","Male",40
"1558","Stayed about the same","High_School","Male",14
"1559","Decreased","High_School","Male",30
"1560","Stayed about the same","High_School","Male",15
"1561","Increased","College_Degree","Male",1
"1562","Decreased","College_Degree","Male",25
"1563","Increased",NA,"Male",35
"1564","Stayed about the same","College_Degree","Male",25
"1565","Stayed about the same","High_School","Male",16
"1566","Stayed about the same","High_School","Male",15
"1567","Increased","Advanced_Degree","Male",3
"1568","Increased","College_Degree","Male",42
"1569","Stayed about the same","Advanced_Degree","Male",50
"1570","Decreased","High_School","Male",38
"1571","Stayed about the same","High_School","Male",50
"1572","Decreased",NA,"Male",55
"1573","Decreased","College_Degree","Male",10
"1574","Stayed about the same","Advanced_Degree","Male",45
"1575","Stayed about the same","Advanced_Degree","Male",5
"1576","Increased","College_Degree","Male",3
"1577","Decreased","College_Degree","Male",10
"1578","Increased","Advanced_Degree","Male",2
"1579","Increased","High_School","Male",2
"1580","Decreased","College_Degree","Male",25
"1581","Stayed about the same","Advanced_Degree","Female",10
"1582","Decreased","College_Degree","Male",35
"1583","Decreased","Advanced_Degree","Male",40
"1584","Decreased","High_School","Male",4
"1585","Stayed about the same","High_School","Male",35
"1586","Increased","College_Degree","Male",30
"1587","Stayed about the same","High_School","Male",35
"1588","Decreased","College_Degree","Male",45
"1589","Decreased","College_Degree","Male",35
"1590","Stayed about the same","High_School","Male",25
"1591","Increased","College_Degree","Male",12
"1592","Increased","College_Degree","Male",7
"1593","Decreased","High_School","Male",37
"1594","Decreased","Advanced_Degree","Male",20
"1595","Stayed about the same","High_School","Male",40
"1596","Stayed about the same","Advanced_Degree","Male",30
"1597","Decreased","High_School","Male",48
"1598","Decreased","High_School","Male",12
"1599","Stayed about the same","College_Degree","Male",1
"1600","Stayed about the same","High_School","Male",40
"1601","Stayed about the same","College_Degree","Male",20
"1602","Increased","College_Degree","Male",2
"1603","Decreased","High_School","Male",5
"1604","Stayed about the same","Advanced_Degree","Male",5
"1605","Increased","High_School","Male",20
"1606","Decreased","High_School","Male",50
"1607","Increased","High_School","Male",40
"1608","Stayed about the same","College_Degree","Male",30
"1609","Stayed about the same","Advanced_Degree","Male",40
"1610","Decreased","College_Degree","Male",3
"1611","Increased","High_School","Male",40
"1612","Stayed about the same","High_School","Male",30
"1613","Decreased","High_School","Male",98
"1614","Decreased","High_School","Male",7
"1615","Decreased","Advanced_Degree","Male",4
"1616","Increased","College_Degree","Male",4
"1617","Increased","High_School","Male",3
"1618","Stayed about the same","College_Degree","Male",28
"1619","Stayed about the same","College_Degree","Male",6
"1620","Stayed about the same","High_School","Male",3
"1621","Stayed about the same","College_Degree","Male",2
"1622","Stayed about the same","High_School","Male",5
"1623","Increased","College_Degree","Female",9
"1624","Decreased","High_School","Male",10
"1625","Decreased","High_School","Male",35
"1626","Stayed about the same","High_School","Male",44
"1627","Decreased","College_Degree","Male",30
"1628","Stayed about the same","High_School","Male",50
"1629","Decreased","High_School","Male",35
"1630","Decreased","College_Degree","Male",35
"1631","Stayed about the same","High_School","Male",7
"1632","Increased","High_School","Male",18
"1633","Increased","Advanced_Degree","Male",41
"1634","Increased","College_Degree","Male",7
"1635","Stayed about the same","High_School","Male",40
"1636","Stayed about the same","College_Degree","Male",30
"1637","Increased","High_School","Male",40
"1638","Stayed about the same","High_School","Male",43
"1639","Increased","High_School","Male",52
"1640","Stayed about the same","College_Degree","Male",3
"1641","Increased","College_Degree","Male",21
"1642","Stayed about the same","College_Degree","Male",45
"1643","Decreased","High_School","Male",27
"1644","Stayed about the same","College_Degree","Male",2
"1645","Increased","College_Degree","Male",25
"1646","Stayed about the same","College_Degree","Male",30
"1647","Increased","College_Degree","Male",4
"1648","Decreased","College_Degree","Male",15
"1649","Decreased","High_School","Male",10
"1650","Increased","College_Degree","Male",5
"1651","Increased","Advanced_Degree","Male",1
"1652","Decreased","High_School","Male",42
"1653","Stayed about the same","High_School","Male",30
"1654","Increased","College_Degree","Male",12
"1655","Stayed about the same","College_Degree","Male",45
"1656","Stayed about the same","College_Degree","Male",30
"1657","Decreased","High_School","Male",32
"1658","Increased","College_Degree","Male",6
"1659","Increased","High_School","Male",4
"1660","Decreased","Advanced_Degree","Male",35
"1661","Stayed about the same","College_Degree","Male",10
"1662","Stayed about the same","College_Degree","Male",49
"1663","Increased","High_School","Male",6
"1664","Stayed about the same","High_School","Male",20
"1665","Stayed about the same","College_Degree","Male",10
"1666","Decreased","High_School","Male",5
"1667","Stayed about the same","College_Degree","Male",45
"1668","Decreased","High_School","Male",48
"1669","Stayed about the same","College_Degree","Male",20
"1670","Decreased","College_Degree","Male",15
"1671","Stayed about the same","College_Degree","Male",39
"1672","Decreased","College_Degree","Male",55
"1673","Decreased","High_School","Male",30
"1674","Stayed about the same","College_Degree","Male",50
"1675","Increased","Advanced_Degree","Male",6
"1676","Stayed about the same","College_Degree","Male",27
"1677","Stayed about the same","College_Degree","Male",36
"1678","Decreased","High_School","Male",10
"1679","Stayed about the same","High_School","Male",8
"1680","Increased","High_School","Male",13
"1681","Stayed about the same","College_Degree","Male",42
"1682","Increased","High_School","Male",40
"1683","Stayed about the same","Advanced_Degree","Male",20
"1684","Stayed about the same","College_Degree","Male",10
"1685","Increased","Advanced_Degree","Male",25
"1686","Decreased","College_Degree","Male",48
"1687","Stayed about the same","College_Degree","Male",18
"1688","Stayed about the same","College_Degree","Male",20
"1689","Decreased","High_School","Male",11
"1690","Stayed about the same","High_School","Male",15
"1691","Stayed about the same","College_Degree","Male",10
"1692","Increased","High_School","Male",5
"1693","Decreased","College_Degree","Male",30
"1694","Decreased","High_School","Male",28
"1695","Decreased","High_School","Male",28
"1696","Stayed about the same","High_School","Male",20
"1697","Increased","High_School","Male",48
"1698","Stayed about the same","High_School","Male",31
"1699","Increased","College_Degree","Male",20
"1700","Stayed about the same","High_School","Male",25
"1701","Decreased","High_School","Male",6
"1702","Stayed about the same","High_School","Male",47
"1703","Stayed about the same","High_School","Male",22
"1704","Stayed about the same","College_Degree","Male",13
"1705","Stayed about the same","High_School","Male",8
"1706","Stayed about the same","College_Degree","Male",25
"1707","Increased",NA,"Male",13
"1708","Increased","College_Degree","Male",20
"1709","Decreased","Advanced_Degree","Male",34
"1710","Decreased","High_School","Male",36
"1711","Stayed about the same","College_Degree","Male",35
"1712","Stayed about the same","High_School","Male",40
"1713","Decreased","College_Degree","Male",60
"1714","Stayed about the same","College_Degree","Female",30
"1715","Increased","High_School","Male",40
"1716","Increased","College_Degree","Male",50
"1717","Increased","College_Degree","Male",4
"1718","Increased","Advanced_Degree","Male",40
"1719","Decreased","College_Degree","Male",40
"1720","Increased","High_School","Male",4
"1721","Increased","Advanced_Degree","Male",22
"1722","Decreased","High_School","Male",45
"1723","Increased","College_Degree","Male",5
"1724","Stayed about the same","High_School","Male",25
"1725","Stayed about the same","College_Degree","Male",20
"1726","Decreased","College_Degree","Male",23
"1727","Decreased","College_Degree","Male",17
"1728","Decreased","High_School","Male",25
"1729","Decreased","College_Degree","Male",35
"1730","Stayed about the same","High_School","Male",5
"1731","Stayed about the same","College_Degree","Male",35
"1732","Stayed about the same","High_School","Male",18
"1733","Increased","High_School","Male",34
"1734","Increased","Advanced_Degree","Male",2
"1735","Stayed about the same","High_School","Male",20
"1736","Increased","High_School","Male",27
"1737","Stayed about the same","Advanced_Degree","Female",9
"1738","Stayed about the same","High_School","Male",5
"1739","Increased","College_Degree","Male",39
"1740","Decreased","College_Degree","Male",32
"1741","Decreased","Advanced_Degree","Male",20
"1742","Decreased","College_Degree","Male",53
"1743","Stayed about the same","College_Degree","Male",43
"1744","Decreased","College_Degree","Male",55
"1745","Decreased","High_School","Male",49
"1746","Stayed about the same","Advanced_Degree","Male",36
"1747","Increased","Advanced_Degree","Male",20
"1748","Increased","High_School","Male",36
"1749","Stayed about the same","College_Degree","Male",35
"1750","Stayed about the same","College_Degree","Male",20
"1751","Increased","College_Degree","Male",8
"1752","Increased","Advanced_Degree","Male",15
"1753","Increased","High_School","Male",11
"1754","Stayed about the same","Advanced_Degree","Male",12
"1755","Increased","High_School","Male",35
"1756","Stayed about the same","College_Degree","Male",50
"1757","Decreased","High_School","Male",30
"1758","Increased","College_Degree","Male",1
"1759","Stayed about the same","High_School","Male",30
"1760","Stayed about the same","High_School","Male",45
"1761","Stayed about the same","High_School","Male",10
"1762","Increased","High_School","Male",42
"1763","Stayed about the same","High_School","Male",30
"1764","Increased","High_School","Male",20
"1765","Stayed about the same","Advanced_Degree","Male",1
"1766","Stayed about the same","College_Degree","Male",16
"1767","Decreased","College_Degree","Male",25
"1768","Decreased","College_Degree","Male",13
"1769","Stayed about the same","High_School","Male",3
"1770","Decreased","College_Degree","Male",10
"1771","Decreased","High_School","Male",10
"1772","Increased","Advanced_Degree","Male",8
"1773","Decreased","College_Degree","Male",35
"1774","Stayed about the same","High_School","Male",29
"1775","Increased","High_School","Male",25
"1776","Stayed about the same","College_Degree","Male",3
"1777","Decreased","High_School","Male",15
"1778","Stayed about the same","High_School","Male",40
"1779","Decreased","Advanced_Degree","Male",32
"1780","Decreased","College_Degree","Male",50
"1781","Stayed about the same","College_Degree","Male",20
"1782","Decreased","High_School","Male",50
"1783","Stayed about the same","College_Degree","Male",45
"1784","Increased","Advanced_Degree","Male",5
"1785","Stayed about the same","College_Degree","Male",50
"1786","Decreased","High_School","Male",30
"1787","Decreased","High_School","Male",50
"1788","Stayed about the same","High_School","Male",50
"1789","Stayed about the same","College_Degree","Male",1
"1790","Increased","College_Degree","Male",10
"1791","Stayed about the same","Advanced_Degree","Male",43
"1792","Stayed about the same","College_Degree","Male",44
"1793","Decreased","High_School","Male",32
"1794","Decreased","College_Degree","Male",3
"1795","Stayed about the same","College_Degree","Male",10
"1796","Decreased","High_School","Male",30
"1797","Stayed about the same","High_School","Male",2
"1798","Stayed about the same","High_School","Male",3
"1799","Decreased","Advanced_Degree","Male",1
"1800","Stayed about the same","High_School","Male",13
"1801","Increased","High_School","Male",3
"1802","Stayed about the same","Advanced_Degree","Male",19
"1803","Decreased","High_School","Male",17
"1804","Stayed about the same","Advanced_Degree","Female",7
"1805","Decreased","College_Degree","Male",20
"1806","Stayed about the same","High_School","Male",15
"1807","Decreased","College_Degree","Male",10
"1808","Decreased","High_School","Male",55
"1809","Stayed about the same","High_School","Male",20
"1810","Increased","College_Degree","Male",2
"1811","Increased","High_School","Male",6
"1812","Increased","College_Degree","Male",10
"1813","Stayed about the same","High_School","Male",34
"1814",NA,"College_Degree","Male",25
"1815","Stayed about the same","High_School","Male",30
"1816","Stayed about the same","High_School","Male",40
"1817","Stayed about the same","High_School","Male",35
"1818","Decreased","High_School","Male",8
"1819","Stayed about the same","Advanced_Degree","Male",10
"1820","Decreased","College_Degree","Male",35
"1821","Stayed about the same","High_School","Male",52
"1822","Increased","High_School","Male",10
"1823","Stayed about the same","College_Degree","Male",4
"1824","Stayed about the same","College_Degree","Male",48
"1825","Decreased","High_School","Male",38
"1826","Stayed about the same","Advanced_Degree","Male",50
"1827","Stayed about the same","High_School","Male",30
"1828","Increased","College_Degree","Male",37
"1829","Increased","High_School","Male",35
"1830","Decreased","High_School","Male",6
"1831","Increased","College_Degree","Male",45
"1832","Increased","College_Degree","Female",15
"1833","Decreased","High_School","Male",36
"1834","Stayed about the same","College_Degree","Male",12
"1835","Stayed about the same","High_School","Male",6
"1836","Decreased","High_School","Male",40
"1837","Stayed about the same","College_Degree","Male",1
"1838","Stayed about the same",NA,"Male",2
"1839","Increased","High_School","Male",10
"1840","Decreased","High_School","Male",14
"1841","Decreased","High_School","Male",60
"1842","Stayed about the same","Advanced_Degree","Male",27
"1843","Stayed about the same","College_Degree","Male",13
"1844","Stayed about the same","College_Degree","Male",16
"1845","Stayed about the same","Advanced_Degree","Male",3
"1846","Decreased","High_School","Male",3
"1847","Stayed about the same","College_Degree","Male",2
"1848","Stayed about the same","College_Degree","Female",5
"1849","Decreased","College_Degree","Male",55
"1850","Stayed about the same","College_Degree","Male",58
"1851","Stayed about the same","College_Degree","Male",3
"1852","Stayed about the same","High_School","Male",3
"1853","Decreased","High_School","Male",70
"1854","Stayed about the same","College_Degree","Male",38
"1855","Increased","College_Degree","Male",9
"1856","Stayed about the same","College_Degree","Male",30
"1857","Stayed about the same","College_Degree","Male",53
"1858","Decreased","High_School","Male",45
"1859","Decreased","College_Degree","Female",2
"1860","Stayed about the same","College_Degree","Male",45
"1861","Increased","College_Degree","Male",25
"1862","Decreased","High_School","Male",25
"1863","Increased","College_Degree","Male",5
"1864","Increased","High_School","Male",1
"1865","Stayed about the same",NA,"Male",40
"1866","Decreased","High_School","Male",45
"1867","Decreased","High_School","Female",23
"1868","Decreased","College_Degree","Male",30
"1869","Increased","Advanced_Degree","Male",22
"1870","Stayed about the same","College_Degree","Male",31
"1871","Decreased","College_Degree","Male",13
"1872","Stayed about the same","High_School","Male",35
"1873","Increased","College_Degree","Male",2
"1874","Increased","Advanced_Degree","Male",3
"1875","Decreased","College_Degree","Female",12
"1876","Increased","High_School","Male",20
"1877","Decreased","Advanced_Degree","Male",30
"1878","Decreased","College_Degree","Male",30
"1879","Decreased","High_School","Male",56
"1880","Stayed about the same","High_School","Male",20
"1881","Stayed about the same","High_School","Female",9
"1882","Increased","High_School","Male",30
"1883","Decreased","College_Degree","Male",25
"1884","Increased","College_Degree","Male",21
"1885","Stayed about the same","Advanced_Degree","Male",50
"1886","Decreased","Advanced_Degree","Male",10
"1887","Stayed about the same","High_School","Male",40
"1888","Stayed about the same","High_School","Male",30
"1889","Decreased","High_School","Male",45
"1890","Increased","High_School","Male",10
"1891","Increased","High_School","Male",40
"1892","Stayed about the same","High_School","Male",8
"1893","Decreased","College_Degree","Male",25
"1894","Decreased","College_Degree","Male",10
"1895","Stayed about the same","High_School","Male",15
"1896","Decreased","College_Degree","Male",40
"1897","Decreased","High_School","Male",6
"1898","Stayed about the same","College_Degree","Female",19
"1899","Decreased","High_School","Male",2
"1900","Stayed about the same","College_Degree","Male",3
"1901","Increased","College_Degree","Male",3
"1902","Decreased","High_School","Male",11
"1903","Stayed about the same","High_School","Male",40
"1904","Decreased","College_Degree","Male",15
"1905","Stayed about the same","High_School","Male",5
"1906","Stayed about the same","High_School","Male",10
"1907","Decreased","College_Degree","Male",60
"1908","Decreased","High_School","Male",63
"1909","Stayed about the same","College_Degree","Male",29
"1910","Increased","College_Degree","Male",16
"1911","Stayed about the same","High_School","Male",44
"1912","Decreased","High_School","Male",4
"1913","Decreased","High_School","Male",48
"1914","Decreased","College_Degree","Male",40
"1915","Stayed about the same","High_School","Male",6
"1916","Increased","High_School","Male",12
"1917","Stayed about the same","High_School","Male",10
"1918","Stayed about the same","College_Degree","Male",25
"1919","Decreased","College_Degree","Male",12
"1920","Stayed about the same","College_Degree","Male",10
"1921","Increased","High_School","Male",4
"1922","Increased","High_School","Male",50
"1923","Decreased","High_School","Male",10
"1924","Increased","College_Degree","Male",3
"1925","Increased","College_Degree","Male",51
"1926","Increased","College_Degree","Male",7
"1927","Decreased","College_Degree","Male",40
"1928","Increased","High_School","Male",3
"1929","Decreased","College_Degree","Male",15
"1930","Increased","College_Degree","Male",1
"1931","Increased","High_School","Male",3
"1932","Stayed about the same","College_Degree","Male",20
"1933","Increased","High_School","Male",5
"1934","Stayed about the same","High_School","Male",1
"1935","Stayed about the same","High_School","Male",30
"1936","Increased","High_School","Male",30
"1937","Decreased","High_School","Male",45
"1938","Increased","High_School","Male",30
"1939","Decreased","College_Degree","Male",42
"1940","Stayed about the same","Advanced_Degree","Male",40
"1941","Stayed about the same","College_Degree","Male",20
"1942","Increased","College_Degree","Male",60
"1943","Increased","Advanced_Degree","Male",52
"1944","Increased","High_School","Male",25
"1945","Stayed about the same","High_School","Male",15
"1946","Decreased","College_Degree","Male",20
"1947","Stayed about the same","High_School","Male",30
"1948","Stayed about the same","College_Degree","Female",5
"1949","Decreased","High_School","Male",45
"1950","Decreased","High_School","Male",28
"1951","Stayed about the same","College_Degree","Male",42
"1952","Increased","College_Degree","Male",10
"1953","Stayed about the same","College_Degree","Male",20
"1954","Decreased","High_School","Male",55
"1955","Decreased","Advanced_Degree","Male",9
"1956","Stayed about the same","College_Degree","Male",26
"1957","Increased","College_Degree","Male",29
"1958","Stayed about the same","High_School","Male",21
"1959","Stayed about the same","High_School","Male",30
"1960","Stayed about the same","High_School","Male",3
"1961","Decreased","High_School","Male",3
"1962","Decreased","Advanced_Degree","Male",4
"1963","Decreased","College_Degree","Female",3
"1964","Stayed about the same","High_School","Female",1
"1965","Stayed about the same","High_School","Male",50
"1966","Increased","High_School","Male",50
"1967","Stayed about the same","High_School","Male",9
"1968","Increased","College_Degree","Male",30
"1969","Decreased","College_Degree","Male",3
"1970","Stayed about the same",NA,"Male",30
"1971","Decreased","High_School","Male",36
"1972","Stayed about the same","College_Degree","Male",36
"1973","Increased","Advanced_Degree","Male",35
"1974","Decreased","High_School","Male",50
"1975","Decreased","College_Degree","Male",38
"1976","Increased","Advanced_Degree","Male",50
"1977","Stayed about the same","High_School","Male",8
"1978","Decreased","High_School","Male",40
"1979","Decreased","College_Degree","Male",20
"1980","Decreased","College_Degree","Male",7
"1981","Decreased","High_School","Male",10
"1982","Stayed about the same","College_Degree","Male",60
"1983","Stayed about the same","High_School","Male",7
"1984","Stayed about the same","College_Degree","Male",3
"1985","Stayed about the same","High_School","Male",3
"1986","Increased","College_Degree","Male",12
"1987","Decreased","High_School","Male",27
"1988","Increased","College_Degree","Male",8
"1989","Stayed about the same","College_Degree","Male",50
"1990","Stayed about the same","College_Degree","Male",30
"1991","Stayed about the same","High_School","Male",40
"1992","Increased","Advanced_Degree","Male",5
"1993","Increased","College_Degree","Male",3
"1994","Stayed about the same","High_School","Male",25
"1995","Stayed about the same","High_School","Male",10
"1996","Stayed about the same","College_Degree","Male",2
"1997","Stayed about the same","High_School","Male",20
"1998","Increased","College_Degree","Male",30
"1999","Stayed about the same","High_School","Male",29
"2000","Decreased","High_School","Male",53
"2001","Stayed about the same","College_Degree","Male",43
"2002","Stayed about the same","High_School","Male",20
"2003","Increased","High_School","Male",35
"2004","Increased","Advanced_Degree","Male",20
"2005","Decreased","College_Degree","Male",15
"2006","Stayed about the same","High_School","Male",45
"2007","Decreased","High_School","Female",5
"2008","Decreased","College_Degree","Male",3
"2009","Increased","College_Degree","Female",6
"2010","Stayed about the same","College_Degree","Male",8
"2011","Increased","High_School","Male",37
"2012","Increased","High_School","Male",30
"2013","Decreased","Advanced_Degree","Male",45
"2014","Stayed about the same","High_School","Male",20
"2015","Increased","College_Degree","Male",15
"2016","Stayed about the same","High_School","Male",40
"2017","Stayed about the same","High_School","Male",13
"2018","Increased","College_Degree","Male",7
"2019","Decreased","College_Degree","Male",40
"2020","Decreased","College_Degree","Male",45
"2021","Decreased","Advanced_Degree","Male",4
"2022","Stayed about the same","High_School","Male",32
"2023","Stayed about the same","High_School","Male",20
"2024","Decreased","College_Degree","Male",40
"2025","Stayed about the same","College_Degree","Male",38
"2026","Stayed about the same","Advanced_Degree","Male",10
"2027","Decreased",NA,"Male",30
"2028","Increased","College_Degree","Male",3
"2029","Decreased","High_School","Male",10
"2030","Increased","High_School","Male",44
"2031","Decreased","High_School","Male",23
"2032","Increased","College_Degree","Male",10
"2033","Stayed about the same","High_School","Male",25
"2034","Decreased","College_Degree","Male",36
"2035","Decreased","High_School","Male",45
"2036","Stayed about the same","Advanced_Degree","Male",40
"2037","Stayed about the same","High_School","Male",4
"2038","Decreased","High_School","Male",24
"2039","Stayed about the same","Advanced_Degree","Male",1
"2040","Decreased","High_School","Male",9
"2041","Stayed about the same","College_Degree","Male",50
"2042","Decreased","High_School","Male",8
"2043","Stayed about the same","High_School","Male",30
"2044","Stayed about the same","College_Degree","Male",1
"2045","Decreased","College_Degree","Male",10
"2046","Stayed about the same","College_Degree","Male",22
"2047","Increased","College_Degree","Male",10
"2048","Stayed about the same","College_Degree","Male",25
"2049","Stayed about the same","Advanced_Degree","Male",20
"2050","Increased","High_School","Male",27
"2051","Increased","High_School","Male",35
"2052","Decreased","College_Degree","Male",4
"2053","Stayed about the same","College_Degree","Male",48
"2054","Increased","High_School","Female",4
"2055","Stayed about the same","College_Degree","Male",12
"2056","Decreased","High_School","Male",15
"2057","Stayed about the same","High_School","Male",40
"2058","Decreased","College_Degree","Female",5
"2059","Stayed about the same","High_School","Male",50
"2060","Increased","High_School","Male",27
"2061","Increased","Advanced_Degree","Male",55
"2062","Stayed about the same","College_Degree","Male",9
"2063","Increased","College_Degree","Male",3
"2064","Stayed about the same","College_Degree","Male",10
"2065","Increased","Advanced_Degree","Male",1
"2066","Decreased","High_School","Male",20
"2067","Decreased","High_School","Male",57
"2068","Stayed about the same","High_School","Male",40
"2069","Stayed about the same","High_School","Male",15
"2070","Decreased","College_Degree","Male",10
"2071","Stayed about the same","High_School","Male",40
"2072","Stayed about the same","High_School","Male",3
"2073","Stayed about the same","High_School","Male",47
"2074","Stayed about the same","High_School","Male",40
"2075","Stayed about the same","High_School","Male",56
"2076","Stayed about the same","High_School","Male",20
"2077","Stayed about the same","College_Degree","Male",30
"2078","Stayed about the same","Advanced_Degree","Male",4
"2079","Increased","High_School","Male",15
"2080","Stayed about the same","College_Degree","Male",20
"2081","Increased","High_School","Male",30
"2082","Decreased",NA,"Male",26
"2083","Increased","High_School","Male",15
"2084","Stayed about the same","High_School","Male",30
"2085","Increased","Advanced_Degree","Male",20
"2086","Stayed about the same","High_School","Male",18
"2087","Stayed about the same","College_Degree","Male",5
"2088","Stayed about the same","High_School","Male",20
"2089","Stayed about the same","Advanced_Degree","Male",30
"2090","Decreased","College_Degree","Male",26
"2091","Increased","Advanced_Degree","Male",22
"2092","Stayed about the same","High_School","Male",10
